,Date,Time,Message,Messenger
25398,2020-04-16,23:48:23,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25399,2020-04-16,23:58:09,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25400,2020-04-17,00:10:43,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25401,2020-04-17,03:15:53,<Media omitted>,666
25402,2020-04-17,03:15:53,<Media omitted>,666
25403,2020-04-17,14:35:28,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25404,2020-04-17,14:39:15,<Media omitted>,༄ᶦᶰᵈ᭄✿Sharif Bhai࿐
25405,2020-04-17,15:06:39,<Media omitted>,༄ᶦᶰᵈ᭄✿Sharif Bhai࿐
25406,2020-04-17,15:28:03,<Media omitted>,Ryzen
25407,2020-04-18,19:16:25,<Media omitted>,
25408,2020-04-18,22:31:33,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25409,2020-04-18,22:45:35,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25410,2020-04-19,00:10:56,<Media omitted>,Z.A.E
25411,2020-04-19,08:03:03,<Media omitted>,
25412,2020-04-19,13:49:52,<Media omitted>,༄ᶦᶰᵈ᭄✿Sharif Bhai࿐
25413,2020-04-19,13:54:31,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25414,2020-04-19,13:55:29,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25415,2020-04-19,15:31:56,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25416,2020-04-19,16:20:02,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25417,2020-04-19,16:47:52,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25418,2020-04-19,18:22:10,<Media omitted>,"Alem,69"
25419,2020-04-20,15:14:41,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25420,2020-04-20,15:15:22,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25421,2020-04-20,15:54:03,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25422,2020-04-20,16:18:07,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25423,2020-04-21,13:40:57,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25424,2020-04-21,15:55:13,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25425,2020-04-21,17:34:12,<Media omitted>,中〆Cyrax
25426,2020-04-21,17:34:44,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25427,2020-04-21,19:17:41,<Media omitted>,Anzan Shrestha
25428,2020-04-21,20:16:23,<Media omitted>,
25429,2020-04-21,20:22:05,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25430,2020-04-21,22:08:57,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25431,2020-04-22,14:23:15,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25432,2020-04-22,14:33:59,<Media omitted>,
25433,2020-04-22,14:34:31,<Media omitted>,༄ᶦᶰᵈ᭄✿Sharif Bhai࿐
25434,2020-04-22,14:39:38,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25435,2020-04-22,17:15:52,<Media omitted>,
25436,2020-04-22,17:15:58,<Media omitted>,hsgod 🇵🇱
25437,2020-04-22,17:17:43,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25438,2020-04-22,17:17:47,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25439,2020-04-22,17:18:40,<Media omitted>,༄ᶦᶰᵈ᭄✿Sharif Bhai࿐
25440,2020-04-22,23:07:20,<Media omitted>,Lord Vilain
25441,2020-04-23,12:49:24,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25442,2020-04-23,13:27:43,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25443,2020-04-23,18:30:41,<Media omitted>,Jayant
25444,2020-04-23,19:04:04,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25445,2020-04-23,19:31:48,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25446,2020-04-24,17:35:37,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25447,2020-04-26,14:44:52,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25448,2020-04-27,13:18:28,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25449,2020-04-27,13:20:24,<Media omitted>,CustomWalls ◢ ◤
25450,2020-04-27,13:21:29,<Media omitted>,CustomWalls ◢ ◤
25451,2020-04-27,13:27:00,<Media omitted>,CustomWalls ◢ ◤
25452,2020-04-27,13:31:40,<Media omitted>,CustomWalls ◢ ◤
25453,2020-04-27,13:33:49,<Media omitted>,CustomWalls ◢ ◤
25454,2020-04-27,15:26:00,<Media omitted>,CustomWalls ◢ ◤
25455,2020-04-27,15:26:19,<Media omitted>,CustomWalls ◢ ◤
25456,2020-04-27,15:26:40,<Media omitted>,CustomWalls ◢ ◤
25457,2020-04-27,15:26:57,<Media omitted>,CustomWalls ◢ ◤
25458,2020-04-27,15:31:24,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25459,2020-04-27,16:08:15,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25460,2020-04-27,17:15:53,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25461,2020-04-27,22:05:39,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25462,2020-04-28,01:47:32,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25463,2020-04-28,15:16:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25464,2020-04-28,16:25:33,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25465,2020-04-28,16:26:52,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25466,2020-04-28,16:27:07,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25467,2020-04-28,16:55:38,<Media omitted>,hsgod 🇵🇱
25468,2020-04-28,17:13:14,<Media omitted>,"Alem,69"
25469,2020-04-28,18:25:39,<Media omitted>,Alamin Pranto
25470,2020-04-28,19:29:13,<Media omitted>,Jayant
25471,2020-04-28,22:00:41,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25472,2020-04-28,22:02:04,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25473,2020-04-29,14:29:38,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25474,2020-04-29,15:15:52,<Media omitted>,
25475,2020-04-29,15:30:08,<Media omitted>,hsgod 🇵🇱
25476,2020-04-29,15:34:03,<Media omitted>,Wajid khan
25477,2020-04-29,15:36:24,<Media omitted>,Wajid khan
25478,2020-04-29,15:39:51,<Media omitted>,Wajid khan
25479,2020-04-29,15:40:00,<Media omitted>,hsgod 🇵🇱
25480,2020-04-29,15:40:41,<Media omitted>,Wajid khan
25481,2020-04-29,15:48:28,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25482,2020-04-29,19:18:10,<Media omitted>,Wajid khan
25483,2020-04-29,19:25:34,<Media omitted>,Om.
25484,2020-04-29,19:40:47,<Media omitted>,Ayush Dubey
25485,2020-04-29,22:18:21,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25486,2020-04-29,22:38:25,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25487,2020-04-30,16:20:48,<Media omitted>,
25488,2020-04-30,20:57:38,<Media omitted>,ARI3S
25489,2020-04-30,20:57:47,<Media omitted>,ARI3S
25490,2020-04-30,21:26:18,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25491,2020-04-30,21:31:24,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25492,2020-05-01,00:07:14,<Media omitted>,D-301 Arun Selvan
25493,2020-05-01,02:18:06,<Media omitted>,
25494,2020-05-01,16:29:21,<Media omitted>,𝙈𝙊𝙃𝘼𝙈𝙈𝙀𝘿
25495,2020-05-01,18:23:02,<Media omitted>,Prashant Kumar
25496,2020-05-01,22:06:26,<Media omitted>,Wajid khan
25497,2020-05-01,22:11:38,<Media omitted>,Wajid khan
25498,2020-05-01,22:12:27,<Media omitted>,
25499,2020-05-01,22:15:17,<Media omitted>,
25500,2020-05-01,22:15:32,<Media omitted>,
25501,2020-05-01,22:17:07,<Media omitted>,Wajid khan
25502,2020-05-01,22:17:29,<Media omitted>,
25503,2020-05-01,22:52:08,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25504,2020-05-02,15:51:41,<Media omitted>,
25505,2020-05-02,15:51:50,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25506,2020-05-02,15:53:05,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25507,2020-05-02,15:54:05,<Media omitted>,hsgod 🇵🇱
25508,2020-05-02,15:54:13,<Media omitted>,Saitama
25509,2020-05-02,16:47:32,<Media omitted>,𝓘 𝓶 𝓻 𝓪 𝓷
25510,2020-05-02,19:25:37,<Media omitted>,
25511,2020-05-02,19:39:16,<Media omitted>,
25512,2020-05-02,19:43:58,<Media omitted>,
25513,2020-05-03,12:38:37,<Media omitted>,Wajid khan
25514,2020-05-03,14:50:36,<Media omitted>,Wajid khan
25515,2020-05-03,14:51:25,<Media omitted>,Wajid khan
25516,2020-05-03,17:51:05,<Media omitted>,
25517,2020-05-03,20:32:13,<Media omitted>,Wajid khan
25518,2020-05-03,20:32:27,<Media omitted>,
25519,2020-05-03,20:32:53,<Media omitted>,Wajid khan
25520,2020-05-03,20:37:02,<Media omitted>,Wajid khan
25521,2020-05-03,20:37:52,<Media omitted>,Wajid khan
25522,2020-05-03,20:38:29,<Media omitted>,hsgod 🇵🇱
25523,2020-05-03,22:14:48,<Media omitted>,Wajid khan
25524,2020-05-03,22:15:52,<Media omitted>,中〆Cyrax
25525,2020-05-04,01:36:23,<Media omitted>,
25526,2020-05-04,10:48:20,<Media omitted>,
25527,2020-05-04,13:12:39,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25528,2020-05-04,13:12:57,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25529,2020-05-04,13:35:28,<Media omitted>,ikr
25530,2020-05-04,13:35:29,<Media omitted>,ikr
25531,2020-05-04,13:35:29,<Media omitted>,ikr
25532,2020-05-04,13:52:51,<Media omitted>,
25533,2020-05-04,15:22:25,<Media omitted>,Lord Vilain
25534,2020-05-05,13:58:06,<Media omitted>,
25535,2020-05-05,14:43:56,<Media omitted>,Lord Vilain
25536,2020-05-05,15:01:11,<Media omitted>,
25537,2020-05-05,15:01:45,<Media omitted>,Lord Vilain
25538,2020-05-05,17:41:42,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25539,2020-05-05,17:41:42,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25540,2020-05-05,17:41:42,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25541,2020-05-05,22:37:40,<Media omitted>,Marcin
25542,2020-05-06,00:01:25,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25543,2020-05-06,01:31:24,<Media omitted>,Saitama
25544,2020-05-06,15:48:20,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25545,2020-05-06,15:48:39,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25546,2020-05-06,15:56:17,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25547,2020-05-07,03:00:21,<Media omitted>,
25548,2020-05-07,12:48:58,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25549,2020-05-07,12:49:38,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25550,2020-05-07,13:13:09,<Media omitted>,
25551,2020-05-07,13:13:09,<Media omitted>,
25552,2020-05-07,13:14:30,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25553,2020-05-07,13:36:02,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25554,2020-05-07,13:36:02,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25555,2020-05-07,13:36:22,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25556,2020-05-07,14:37:05,<Media omitted>,Trishit
25557,2020-05-07,14:39:21,<Media omitted>,ahmed
25558,2020-05-07,14:39:26,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25559,2020-05-07,14:40:09,<Media omitted>,ahmed
25560,2020-05-07,14:40:19,<Media omitted>,ahmed
25561,2020-05-07,14:41:14,<Media omitted>,Trishit
25562,2020-05-07,14:41:18,<Media omitted>,hsgod 🇵🇱
25563,2020-05-07,14:42:56,<Media omitted>,Trishit
25564,2020-05-07,14:48:12,<Media omitted>,Trishit
25565,2020-05-07,15:30:05,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25566,2020-05-08,17:14:43,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25567,2020-05-08,18:02:55,<Media omitted>,
25568,2020-05-08,18:04:42,<Media omitted>,
25569,2020-05-08,18:07:57,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25570,2020-05-08,20:02:43,<Media omitted>,
25571,2020-05-08,20:20:08,<Media omitted>,
25572,2020-05-09,13:29:43,<Media omitted>,Saitama
25573,2020-05-10,12:56:40,<Media omitted>,
25574,2020-05-11,15:21:56,<Media omitted>,TheGoldDevil
25575,2020-05-11,15:37:22,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25576,2020-05-11,15:40:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25577,2020-05-11,15:40:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25578,2020-05-11,15:40:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25579,2020-05-11,15:40:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25580,2020-05-11,15:40:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25581,2020-05-11,15:40:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25582,2020-05-11,15:47:24,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25583,2020-05-11,15:53:32,<Media omitted>,ARI3S
25584,2020-05-11,17:13:44,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25585,2020-05-11,17:40:12,<Media omitted>,TheGoldDevil
25586,2020-05-11,17:47:35,<Media omitted>,TheGoldDevil
25587,2020-05-12,10:37:59,<Media omitted>,
25588,2020-05-12,13:38:25,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25589,2020-05-12,13:38:25,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25590,2020-05-13,09:17:03,<Media omitted>,UXAS ✗ DARKSEID (◣_◢)ᴹᵒˢᵗˡʸ ᴬᶜᵗⁱᵛᵉ
25591,2020-05-13,11:03:40,<Media omitted>,
25592,2020-05-13,11:05:07,<Media omitted>,
25593,2020-05-13,17:05:29,<Media omitted>,Wajid khan
25594,2020-05-13,17:06:44,<Media omitted>,Wajid khan
25595,2020-05-13,17:08:52,<Media omitted>,Wajid khan
25596,2020-05-13,17:09:19,<Media omitted>,Wajid khan
25597,2020-05-13,17:09:57,<Media omitted>,Wajid khan
25598,2020-05-13,17:14:06,<Media omitted>,Wajid khan
25599,2020-05-13,17:17:37,<Media omitted>,Wajid khan
25600,2020-05-13,18:00:48,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25601,2020-05-14,13:36:34,<Media omitted>,Saitama
25602,2020-05-14,13:39:20,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25603,2020-05-14,23:31:09,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25604,2020-05-15,14:23:51,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25605,2020-05-15,14:54:49,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25606,2020-05-15,14:54:53,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25607,2020-05-16,00:08:39,<Media omitted>,中〆Cyrax
25608,2020-05-16,14:10:28,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25609,2020-05-16,19:38:03,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25610,2020-05-16,22:28:49,<Media omitted>,Saitama
25611,2020-05-18,03:26:08,<Media omitted>,𝓘 𝓶 𝓻 𝓪 𝓷
25612,2020-05-19,18:04:34,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25613,2020-05-19,18:04:38,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25614,2020-05-19,18:05:02,<Media omitted>,Jayant
25615,2020-05-19,18:06:17,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25616,2020-05-19,18:10:47,<Media omitted>,Jayant
25617,2020-05-19,18:11:12,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25618,2020-05-19,19:25:58,<Media omitted>,(𝙰𝙵𝙺) 𝙿 𝚁 𝙰 𝚃 𝙴 𝙴 𝙺 ⑆ ⑇ #oofgang ⑇
25619,2020-05-19,23:50:50,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25620,2020-05-19,23:58:36,<Media omitted>,Saitama
25621,2020-05-20,00:56:17,<Media omitted>,
25622,2020-05-20,07:14:56,<Media omitted>,𝖌𝖍𝖆𝖋𝖆𝖗 🇲🇾
25623,2020-05-20,18:44:00,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25624,2020-05-20,19:49:58,<Media omitted>,Saitama
25625,2020-05-21,17:44:43,<Media omitted>,Saitama
25626,2020-05-21,20:36:12,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25627,2020-05-21,20:36:42,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25628,2020-05-21,20:37:02,<Media omitted>,ahmed
25629,2020-05-21,20:42:00,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25630,2020-05-21,20:42:07,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25631,2020-05-21,20:42:58,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25632,2020-05-23,00:41:18,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25633,2020-05-23,00:41:18,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25634,2020-05-23,00:41:31,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25635,2020-05-23,01:01:00,<Media omitted>,
25636,2020-05-24,20:01:36,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25637,2020-05-25,02:09:41,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25638,2020-05-25,07:05:43,<Media omitted>,Saitama
25639,2020-05-25,15:01:29,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25640,2020-05-25,23:30:27,<Media omitted>,Saitama
25641,2020-05-26,15:30:03,<Media omitted>,Wajid khan
25642,2020-05-26,22:16:30,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25643,2020-05-26,22:17:58,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25644,2020-05-26,22:19:16,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25645,2020-05-27,01:14:45,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25646,2020-05-27,02:31:50,<Media omitted>,Saitama
25647,2020-05-27,02:35:58,<Media omitted>,hsgod 🇵🇱
25648,2020-05-27,02:51:38,<Media omitted>,Isaba
25649,2020-05-27,02:59:05,<Media omitted>,Isaba
25650,2020-05-27,03:19:10,<Media omitted>,hsgod 🇵🇱
25651,2020-05-27,03:19:17,<Media omitted>,
25652,2020-05-27,12:26:57,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25653,2020-05-27,12:35:59,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25654,2020-05-27,14:54:44,<Media omitted>,Saitama
25655,2020-05-27,15:53:03,<Media omitted>,Saitama
25656,2020-05-27,16:05:27,<Media omitted>,Saitama
25657,2020-05-28,12:54:28,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25658,2020-05-28,22:48:23,<Media omitted>,Wajid khan
25659,2020-05-28,22:50:27,<Media omitted>,hsgod 🇵🇱
25660,2020-05-28,22:50:31,<Media omitted>,
25661,2020-05-28,22:50:33,<Media omitted>,Wajid khan
25662,2020-05-29,00:01:05,<Media omitted>,brad
25663,2020-05-30,18:55:59,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25664,2020-05-31,12:40:36,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25665,2020-05-31,13:16:24,<Media omitted>,Saitama
25666,2020-05-31,16:46:31,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25667,2020-05-31,17:15:23,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25668,2020-05-31,17:23:59,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25669,2020-05-31,17:29:22,<Media omitted>,
25670,2020-05-31,17:30:31,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25671,2020-05-31,17:31:03,<Media omitted>,rockyanexpert
25672,2020-05-31,17:31:11,<Media omitted>,
25673,2020-05-31,17:41:29,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25674,2020-05-31,17:57:07,<Media omitted>,
25675,2020-05-31,18:45:15,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25676,2020-05-31,18:45:15,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25677,2020-05-31,19:07:05,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25678,2020-05-31,19:52:29,<Media omitted>,GodkiLL
25679,2020-05-31,20:08:38,<Media omitted>,ahmed
25680,2020-05-31,23:40:05,<Media omitted>,
25681,2020-05-31,23:44:20,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25682,2020-06-01,00:34:34,<Media omitted>,
25683,2020-06-01,01:21:42,<Media omitted>,
25684,2020-06-01,02:14:25,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25685,2020-06-01,02:14:25,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25686,2020-06-01,03:32:10,<Media omitted>,Mevlut
25687,2020-06-01,11:43:25,<Media omitted>,HRC70887W_Asim ㅤㅤ
25688,2020-06-01,12:15:28,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25689,2020-06-01,14:54:45,<Media omitted>,
25690,2020-06-01,21:18:54,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25691,2020-06-01,23:45:50,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
25692,2020-06-02,02:38:02,<Media omitted>,Saitama
25693,2020-06-02,02:50:55,<Media omitted>,Jakob
25694,2020-06-02,03:21:38,<Media omitted>,Saitama
25695,2020-06-02,12:57:28,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25696,2020-06-02,16:13:33,<Media omitted>,Lord Vilain
25697,2020-06-02,16:24:29,<Media omitted>,Lord Vilain
25698,2020-06-02,16:41:27,<Media omitted>,RD
25699,2020-06-03,14:44:37,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25700,2020-06-03,14:45:21,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25701,2020-06-03,15:31:21,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25702,2020-06-03,15:31:25,<Media omitted>,K20 Pro / Mi9T pro Mods [ EOL ]
25703,2020-06-03,22:50:43,<Media omitted>,RD
25704,2020-06-03,22:52:04,<Media omitted>,RD
25705,2020-06-03,22:53:59,<Media omitted>,RD
25706,2020-06-03,22:54:28,<Media omitted>,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
